external_id,name,phone,email,created_at
cust_ext_137,Клиент 137,+79990000137,user_137@example.com,2026-01-05 12:11:23.962991+00:00
cust_ext_138,Клиент 138,+79990000138,user_138@example.com,2026-01-19 01:45:54.190586+00:00
cust_ext_139,Клиент 139,+79990000139,user_139@example.com,2026-01-10 15:07:07.228519+00:00
cust_ext_140,Клиент 140,+79990000140,user_140@example.com,2026-01-12 12:55:26.557974+00:00
cust_ext_141,Клиент 141,+79990000141,user_141@example.com,2026-02-13 03:57:03.064374+00:00
cust_ext_142,Клиент 142,+79990000142,user_142@example.com,2026-01-16 16:46:00.304021+00:00
cust_ext_143,Клиент 143,+79990000143,user_143@example.com,2026-01-08 18:56:08.815979+00:00
cust_ext_144,Клиент 144,+79990000144,user_144@example.com,2026-02-13 20:52:20.326064+00:00
cust_ext_145,Клиент 145,+79990000145,user_145@example.com,2026-01-12 19:02:57.012691+00:00
cust_ext_146,Клиент 146,+79990000146,user_146@example.com,2026-01-01 23:10:36.814410+00:00
cust_ext_147,Клиент 147,+79990000147,user_147@example.com,2026-01-21 16:29:05.965345+00:00
cust_ext_148,Клиент 148,+79990000148,user_148@example.com,2026-02-01 02:03:58.199188+00:00
cust_ext_149,Клиент 149,+79990000149,user_149@example.com,2026-01-03 04:40:33.178490+00:00
cust_ext_150,Клиент 150,+79990000150,user_150@example.com,2026-01-16 23:13:48.064316+00:00
cust_ext_151,Клиент 151,+79990000151,user_151@example.com,2026-01-12 01:23:22.503193+00:00
cust_ext_152,Клиент 152,+79990000152,user_152@example.com,2026-02-13 11:10:06.590998+00:00
cust_ext_153,Клиент 153,+79990000153,user_153@example.com,2026-02-14 04:41:33.906837+00:00
cust_ext_154,Клиент 154,+79990000154,user_154@example.com,2026-02-08 21:09:49.838804+00:00
cust_ext_155,Клиент 155,+79990000155,user_155@example.com,2026-01-20 10:24:08.050797+00:00
cust_ext_156,Клиент 156,+79990000156,user_156@example.com,2026-01-04 08:59:35.544151+00:00
cust_ext_157,Клиент 157,+79990000157,user_157@example.com,2026-01-03 16:21:19.239861+00:00
cust_ext_158,Клиент 158,+79990000158,user_158@example.com,2026-01-05 15:00:22.061447+00:00
cust_ext_159,Клиент 159,+79990000159,user_159@example.com,2026-02-13 09:57:11.399811+00:00
cust_ext_160,Клиент 160,+79990000160,user_160@example.com,2026-01-17 21:51:27.423616+00:00
cust_ext_161,Клиент 161,+79990000161,user_161@example.com,2026-01-29 06:38:31.000217+00:00
cust_ext_162,Клиент 162,+79990000162,user_162@example.com,2026-02-05 18:43:25.018540+00:00
cust_ext_163,Клиент 163,+79990000163,user_163@example.com,2026-01-24 17:37:57.392556+00:00
cust_ext_164,Клиент 164,+79990000164,user_164@example.com,2026-01-22 05:07:55.341768+00:00
cust_ext_165,Клиент 165,+79990000165,user_165@example.com,2026-01-24 23:46:58.926818+00:00
cust_ext_166,Клиент 166,+79990000166,user_166@example.com,2026-02-07 14:31:07.091187+00:00
cust_ext_167,Клиент 167,+79990000167,user_167@example.com,2026-02-13 15:13:06.593922+00:00
cust_ext_168,Клиент 168,+79990000168,user_168@example.com,2026-02-11 03:46:07.656477+00:00
cust_ext_169,Клиент 169,+79990000169,user_169@example.com,2026-02-04 23:00:22.319899+00:00
cust_ext_170,Клиент 170,+79990000170,user_170@example.com,2026-02-01 20:22:04.968372+00:00
cust_ext_171,Клиент 171,+79990000171,user_171@example.com,2026-01-06 15:44:09.726684+00:00
cust_ext_172,Клиент 172,+79990000172,user_172@example.com,2026-02-04 01:05:52.576990+00:00
cust_ext_173,Клиент 173,+79990000173,user_173@example.com,2026-01-31 16:22:35.702884+00:00
cust_ext_174,Клиент 174,+79990000174,user_174@example.com,2026-01-15 19:02:59.050849+00:00
cust_ext_175,Клиент 175,+79990000175,user_175@example.com,2026-01-10 04:23:36.970426+00:00
cust_ext_176,Клиент 176,+79990000176,user_176@example.com,2026-01-15 22:14:59.224245+00:00
cust_ext_177,Клиент 177,+79990000177,user_177@example.com,2026-01-23 14:30:56.402791+00:00
cust_ext_178,Клиент 178,+79990000178,user_178@example.com,2026-01-10 00:39:15.510355+00:00
cust_ext_179,Клиент 179,+79990000179,user_179@example.com,2026-02-11 08:04:08.154964+00:00
cust_ext_180,Клиент 180,+79990000180,user_180@example.com,2026-01-31 13:28:21.828985+00:00
cust_ext_181,Клиент 181,+79990000181,user_181@example.com,2026-01-17 22:17:49.702785+00:00
cust_ext_182,Клиент 182,+79990000182,user_182@example.com,2026-01-17 01:57:59.245628+00:00
cust_ext_183,Клиент 183,+79990000183,user_183@example.com,2026-01-26 02:18:23.263360+00:00
cust_ext_184,Клиент 184,+79990000184,user_184@example.com,2026-02-04 09:25:29.952604+00:00
cust_ext_185,Клиент 185,+79990000185,user_185@example.com,2026-01-25 17:34:05.991078+00:00
cust_ext_186,Клиент 186,+79990000186,user_186@example.com,2026-01-19 15:31:32.478749+00:00
cust_ext_187,Клиент 187,+79990000187,user_187@example.com,2026-02-07 10:55:54.563193+00:00
cust_ext_188,Клиент 188,+79990000188,user_188@example.com,2026-01-22 09:40:50.230215+00:00
cust_ext_189,Клиент 189,+79990000189,user_189@example.com,2026-01-31 10:11:59.748886+00:00
cust_ext_190,Клиент 190,+79990000190,user_190@example.com,2026-01-22 03:01:51.087831+00:00
cust_ext_191,Клиент 191,+79990000191,user_191@example.com,2026-02-01 01:18:52.415306+00:00
cust_ext_192,Клиент 192,+79990000192,user_192@example.com,2026-01-04 01:43:12.629110+00:00
cust_ext_193,Клиент 193,+79990000193,user_193@example.com,2026-01-12 22:17:03.683509+00:00
cust_ext_194,Клиент 194,+79990000194,user_194@example.com,2026-01-27 14:08:30.326613+00:00
cust_ext_195,Клиент 195,+79990000195,user_195@example.com,2026-01-10 09:59:41.621172+00:00
cust_ext_196,Клиент 196,+79990000196,user_196@example.com,2026-01-04 15:22:13.333178+00:00
cust_ext_197,Клиент 197,+79990000197,user_197@example.com,2026-02-03 01:30:58.178727+00:00
cust_ext_198,Клиент 198,+79990000198,user_198@example.com,2026-02-10 06:18:15.996252+00:00
cust_ext_199,Клиент 199,+79990000199,user_199@example.com,2026-01-10 13:45:47.355513+00:00
cust_ext_200,Клиент 200,+79990000200,user_200@example.com,2026-02-06 10:30:38.143017+00:00
cust_ext_201,Клиент 201,+79990000201,user_201@example.com,2026-01-25 18:44:39.103443+00:00
cust_ext_202,Клиент 202,+79990000202,user_202@example.com,2026-02-13 09:13:42.218831+00:00
cust_ext_203,Клиент 203,+79990000203,user_203@example.com,2026-02-06 05:11:49.851859+00:00
cust_ext_204,Клиент 204,+79990000204,user_204@example.com,2026-01-16 17:10:37.286884+00:00
cust_ext_205,Клиент 205,+79990000205,user_205@example.com,2026-01-17 00:28:54.253524+00:00
cust_ext_206,Клиент 206,+79990000206,user_206@example.com,2026-01-16 15:51:27.718722+00:00
cust_ext_207,Клиент 207,+79990000207,user_207@example.com,2026-01-07 18:32:48.012768+00:00
cust_ext_208,Клиент 208,+79990000208,user_208@example.com,2026-01-11 07:23:11.755719+00:00
cust_ext_209,Клиент 209,+79990000209,user_209@example.com,2026-01-18 05:56:06.380461+00:00
cust_ext_210,Клиент 210,+79990000210,user_210@example.com,2026-01-07 03:55:27.418457+00:00
cust_ext_211,Клиент 211,+79990000211,user_211@example.com,2026-01-30 10:44:43.002427+00:00
cust_ext_212,Клиент 212,+79990000212,user_212@example.com,2026-01-28 15:37:17.275369+00:00
cust_ext_213,Клиент 213,+79990000213,user_213@example.com,2026-01-17 03:57:34.140352+00:00
cust_ext_214,Клиент 214,+79990000214,user_214@example.com,2026-01-02 18:47:22.483165+00:00
cust_ext_215,Клиент 215,+79990000215,user_215@example.com,2026-01-27 09:09:04.770947+00:00
cust_ext_216,Клиент 216,+79990000216,user_216@example.com,2026-01-23 14:33:18.197626+00:00
cust_ext_217,Клиент 217,+79990000217,user_217@example.com,2026-01-03 07:23:38.702569+00:00
cust_ext_218,Клиент 218,+79990000218,user_218@example.com,2026-01-05 15:29:51.143488+00:00
cust_ext_219,Клиент 219,+79990000219,user_219@example.com,2026-02-02 14:28:19.118125+00:00
cust_ext_220,Клиент 220,+79990000220,user_220@example.com,2026-01-07 18:57:37.860848+00:00
cust_ext_221,Клиент 221,+79990000221,user_221@example.com,2026-01-19 08:25:20.472376+00:00
cust_ext_222,Клиент 222,+79990000222,user_222@example.com,2026-01-21 07:22:41.582285+00:00
cust_ext_223,Клиент 223,+79990000223,user_223@example.com,2026-01-24 09:49:53.048069+00:00
cust_ext_224,Клиент 224,+79990000224,user_224@example.com,2026-02-12 05:27:19.096625+00:00
cust_ext_225,Клиент 225,+79990000225,user_225@example.com,2026-02-01 12:44:02.062938+00:00
cust_ext_226,Клиент 226,+79990000226,user_226@example.com,2026-01-03 20:53:33.343103+00:00
cust_ext_227,Клиент 227,+79990000227,user_227@example.com,2026-01-25 15:54:03.976766+00:00
cust_ext_228,Клиент 228,+79990000228,user_228@example.com,2026-01-13 05:57:47.745937+00:00
cust_ext_229,Клиент 229,+79990000229,user_229@example.com,2026-01-13 18:37:52.925588+00:00
cust_ext_230,Клиент 230,+79990000230,user_230@example.com,2026-01-12 22:10:35.318156+00:00
cust_ext_231,Клиент 231,+79990000231,user_231@example.com,2026-01-10 17:54:27.089805+00:00
cust_ext_232,Клиент 232,+79990000232,user_232@example.com,2026-01-15 11:14:08.352655+00:00
cust_ext_233,Клиент 233,+79990000233,user_233@example.com,2026-01-26 04:25:35.485441+00:00
cust_ext_234,Клиент 234,+79990000234,user_234@example.com,2026-01-27 15:06:18.773709+00:00
cust_ext_235,Клиент 235,+79990000235,user_235@example.com,2026-01-02 11:28:52.532866+00:00
cust_ext_236,Клиент 236,+79990000236,user_236@example.com,2026-02-03 23:57:27.894109+00:00
cust_ext_237,Клиент 237,+79990000237,user_237@example.com,2026-02-03 18:07:21.634539+00:00
cust_ext_238,Клиент 238,+79990000238,user_238@example.com,2026-02-01 14:17:14.079063+00:00
cust_ext_239,Клиент 239,+79990000239,user_239@example.com,2026-02-09 11:26:15.222347+00:00
cust_ext_240,Клиент 240,+79990000240,user_240@example.com,2026-01-25 16:54:04.246604+00:00
cust_ext_241,Клиент 241,+79990000241,user_241@example.com,2026-01-21 20:30:15.772248+00:00
cust_ext_242,Клиент 242,+79990000242,user_242@example.com,2026-01-29 21:52:13.872604+00:00
cust_ext_243,Клиент 243,+79990000243,user_243@example.com,2026-02-13 03:30:35.530590+00:00
cust_ext_244,Клиент 244,+79990000244,user_244@example.com,2026-01-11 09:30:16.956913+00:00
cust_ext_245,Клиент 245,+79990000245,user_245@example.com,2026-01-01 12:01:33.900744+00:00
cust_ext_246,Клиент 246,+79990000246,user_246@example.com,2026-01-19 19:03:13.582561+00:00
cust_ext_247,Клиент 247,+79990000247,user_247@example.com,2026-02-10 01:10:13.922144+00:00
cust_ext_248,Клиент 248,+79990000248,user_248@example.com,2026-02-06 01:58:29.146707+00:00
cust_ext_249,Клиент 249,+79990000249,user_249@example.com,2026-01-12 23:22:40.570910+00:00
cust_ext_250,Клиент 250,+79990000250,user_250@example.com,2026-01-19 23:23:03.308386+00:00
cust_ext_251,Клиент 251,+79990000251,user_251@example.com,2026-01-10 20:34:18.989803+00:00
cust_ext_252,Клиент 252,+79990000252,user_252@example.com,2026-01-18 11:21:18.288678+00:00
cust_ext_253,Клиент 253,+79990000253,user_253@example.com,2026-02-03 00:46:58.996084+00:00
cust_ext_254,Клиент 254,+79990000254,user_254@example.com,2026-01-01 17:32:58.671452+00:00
cust_ext_255,Клиент 255,+79990000255,user_255@example.com,2026-01-16 11:11:26.911063+00:00
cust_ext_256,Клиент 256,+79990000256,user_256@example.com,2026-02-07 14:01:10.397793+00:00
cust_ext_257,Клиент 257,+79990000257,user_257@example.com,2026-01-17 03:39:54.268417+00:00
cust_ext_258,Клиент 258,+79990000258,user_258@example.com,2026-01-12 09:05:27.059033+00:00
cust_ext_259,Клиент 259,+79990000259,user_259@example.com,2026-01-18 07:59:55.125819+00:00
cust_ext_260,Клиент 260,+79990000260,user_260@example.com,2026-01-01 17:01:11.727658+00:00
cust_ext_261,Клиент 261,+79990000261,user_261@example.com,2026-01-07 06:42:23.097677+00:00
cust_ext_262,Клиент 262,+79990000262,user_262@example.com,2026-01-18 07:40:21.401783+00:00
cust_ext_263,Клиент 263,+79990000263,user_263@example.com,2026-01-07 07:04:14.943872+00:00
cust_ext_264,Клиент 264,+79990000264,user_264@example.com,2026-01-24 15:24:52.661829+00:00
cust_ext_265,Клиент 265,+79990000265,user_265@example.com,2026-02-12 18:38:48.867809+00:00
cust_ext_266,Клиент 266,+79990000266,user_266@example.com,2026-02-05 00:31:16.831718+00:00
cust_ext_267,Клиент 267,+79990000267,user_267@example.com,2026-01-20 00:12:26.732866+00:00
cust_ext_268,Клиент 268,+79990000268,user_268@example.com,2026-02-07 07:19:25.692944+00:00
cust_ext_269,Клиент 269,+79990000269,user_269@example.com,2026-02-03 11:56:43.925848+00:00
cust_ext_270,Клиент 270,+79990000270,user_270@example.com,2026-01-25 23:55:33.853992+00:00
cust_ext_271,Клиент 271,+79990000271,user_271@example.com,2026-01-01 21:54:17.544803+00:00
cust_ext_272,Клиент 272,+79990000272,user_272@example.com,2026-01-31 11:40:01.311907+00:00
cust_ext_273,Клиент 273,+79990000273,user_273@example.com,2026-02-11 20:37:29.041907+00:00
cust_ext_274,Клиент 274,+79990000274,user_274@example.com,2026-01-09 21:05:22.060350+00:00
cust_ext_275,Клиент 275,+79990000275,user_275@example.com,2026-01-29 03:55:15.029711+00:00
cust_ext_276,Клиент 276,+79990000276,user_276@example.com,2026-01-23 02:31:27.658014+00:00
cust_ext_277,Клиент 277,+79990000277,user_277@example.com,2026-02-13 21:19:55.621508+00:00
cust_ext_278,Клиент 278,+79990000278,user_278@example.com,2026-01-10 13:27:18.496260+00:00
cust_ext_279,Клиент 279,+79990000279,user_279@example.com,2026-01-21 02:25:53.990685+00:00
cust_ext_280,Клиент 280,+79990000280,user_280@example.com,2026-02-03 15:04:07.337354+00:00
cust_ext_281,Клиент 281,+79990000281,user_281@example.com,2026-01-25 18:16:29.739321+00:00
cust_ext_282,Клиент 282,+79990000282,user_282@example.com,2026-02-11 03:11:25.908386+00:00
cust_ext_283,Клиент 283,+79990000283,user_283@example.com,2026-01-29 14:18:33.249554+00:00
cust_ext_284,Клиент 284,+79990000284,user_284@example.com,2026-02-05 15:28:43.451829+00:00
cust_ext_285,Клиент 285,+79990000285,user_285@example.com,2026-01-06 20:47:08.198376+00:00
